,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,City,City_name,Delivery_person_Age,Delivery_person_Ratings,Multiple_deliveries,Time_taken_min,Distance,Speed,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude
1184,1900-01-01 21:50:00,Fog,Jam,motorcycle,Metropolitian,Jaipur,36.0,4.7,1.0,47.0,13.49,17.22,26.902908,75.792934,26.992908,75.882934
1185,1900-01-01 19:50:00,Fog,Jam,scooter,Metropolitian,Jaipur,29.0,4.9,0.0,30.0,4.52,9.04,26.902908,75.792934,26.932908,75.822934
1186,1900-01-01 22:00:00,Windy,Jam,motorcycle,Metropolitian,Jaipur,36.0,4.2,1.0,50.0,16.42,19.7,26.846156,75.8023,26.956156,75.9123
1188,1900-01-01 18:05:00,Windy,Medium,motorcycle,Metropolitian,Jaipur,27.0,5.0,1.0,28.0,9.0,19.29,26.846156,75.8023,26.906156,75.8623
1189,1900-01-01 21:20:00,Windy,Jam,motorcycle,Metropolitian,Jaipur,23.0,4.5,0.0,21.0,9.0,25.71,26.846156,75.8023,26.906156,75.8623
1190,1900-01-01 23:50:00,Fog,Low,motorcycle,Metropolitian,Jaipur,36.0,4.4,0.7592242194891201,37.0,20.82,33.76,26.846156,75.8023,26.986156,75.9423
1191,1900-01-01 23:30:00,Sandstorms,Low,scooter,Metropolitian,Jaipur,29.0,4.7,1.0,14.0,13.46,57.69,26.846156,75.8023,26.936156,75.8923
1192,1900-01-01 19:05:00,Windy,Medium,scooter,Metropolitian,Jaipur,29.0,4.9,0.0,29.0,9.0,18.62,26.846156,75.8023,26.906156,75.8623
1193,1900-01-01 16:05:00,Stormy,Medium,motorcycle,Metropolitian,Jaipur,23.0,4.6,1.0,17.0,6.02,21.25,26.88842,75.800689,26.92842,75.840689
1194,1900-01-01 14:40:00,Sunny,High,motorcycle,Metropolitian,Jaipur,36.0,4.7,0.0,21.0,6.02,17.2,26.88842,75.800689,26.92842,75.840689
1195,1900-01-01 11:25:00,Sunny,High,scooter,Urban,Jaipur,26.0,4.9,0.0,13.0,1.51,6.97,26.88842,75.800689,26.89842,75.810689
1196,1900-01-01 18:35:00,Sunny,Medium,motorcycle,Metropolitian,Jaipur,22.0,4.8,1.0,19.0,16.42,51.85,26.88842,75.800689,26.99842,75.910689
1197,1900-01-01 21:05:00,Sandstorms,Jam,motorcycle,Metropolitian,Jaipur,30.0,4.2,1.0,43.0,16.42,22.91,26.88842,75.800689,26.99842,75.910689
1198,1900-01-01 22:35:00,Windy,Low,motorcycle,Metropolitian,Jaipur,36.0,4.8,1.0,26.0,7.51,17.33,26.88842,75.800689,26.93842,75.850689
1199,1900-01-01 23:35:00,Stormy,Low,scooter,Metropolitian,Jaipur,29.0,4.7,0.0,17.0,11.98,42.28,26.88842,75.800689,26.96842,75.880689
1200,1900-01-01 17:55:00,Cloudy,Medium,motorcycle,Metropolitian,Jaipur,30.0,5.0,1.0,31.0,19.36,37.47,26.88842,75.800689,27.01842,75.930689
1201,1900-01-01 22:05:00,Sandstorms,Jam,scooter,Metropolitian,Jaipur,32.0,4.7,1.0,27.0,9.01,20.02,26.88842,75.800689,26.94842,75.860689
1202,1900-01-01 23:35:00,Stormy,Low,motorcycle,Metropolitian,Jaipur,37.0,4.9,0.7592242194891201,20.0,10.49,31.47,26.891191,75.802083,26.961191,75.872083
1203,1900-01-01 20:45:00,Sunny,Jam,electric_scooter,Metropolitian,Jaipur,32.0,4.8,0.0,23.0,16.42,42.83,26.891191,75.802083,27.001191,75.912083
1204,1900-01-01 21:10:00,Cloudy,Jam,scooter,Metropolitian,Jaipur,23.0,5.0,1.0,44.0,16.42,22.39,26.891191,75.802083,27.001191,75.912083
1205,1900-01-01 13:05:00,Sandstorms,High,motorcycle,Metropolitian,Jaipur,21.0,4.5,1.0,29.0,6.01,12.43,26.891191,75.802083,26.931191,75.842083
1206,1900-01-01 14:00:00,Sunny,High,scooter,Urban,Jaipur,32.0,4.7,1.0,16.0,6.01,22.54,26.891191,75.802083,26.931191,75.842083
1207,1900-01-01 22:45:00,Sandstorms,Low,motorcycle,Metropolitian,Jaipur,21.0,4.8,1.0,18.0,16.42,54.73,26.891191,75.802083,27.001191,75.912083
1208,1900-01-01 22:10:00,Cloudy,Jam,motorcycle,Urban,Jaipur,38.0,4.6,1.0,32.0,7.51,14.08,26.891191,75.802083,26.941191,75.852083
1209,1900-01-01 19:55:00,Sandstorms,Jam,motorcycle,Metropolitian,Jaipur,25.0,4.0,1.0,31.0,10.5,20.32,26.849596,75.800512,26.919596,75.870512
1210,1900-01-01 23:00:00,Windy,Low,scooter,Metropolitian,Jaipur,30.0,4.9,1.0,29.0,16.42,33.97,26.849596,75.800512,26.959596,75.910512
1211,1900-01-01 17:00:00,Stormy,Medium,scooter,Urban,Jaipur,29.0,4.8,0.0,20.0,6.02,18.06,26.849596,75.800512,26.889596,75.840512
1212,1900-01-01 13:20:00,Cloudy,High,scooter,Metropolitian,Jaipur,31.0,4.7,0.0,29.0,6.02,12.46,26.849596,75.800512,26.889596,75.840512
1213,1900-01-01 21:25:00,Fog,Jam,electric_scooter,Metropolitian,Jaipur,21.0,4.7,0.0,24.0,7.51,18.77,26.849596,75.800512,26.899596,75.850512
1214,1900-01-01 21:15:00,Sunny,Jam,scooter,Urban,Jaipur,28.0,4.8,1.0,15.0,7.51,30.04,26.849596,75.800512,26.899596,75.850512
1215,1900-01-01 20:15:00,Windy,Jam,scooter,Urban,Jaipur,22.0,4.6,1.0,25.0,11.98,28.75,26.849596,75.800512,26.929596,75.880512
1216,1900-01-01 20:00:00,Windy,Jam,motorcycle,Metropolitian,Jaipur,23.0,4.1,1.0,34.0,4.52,7.98,26.849596,75.800512,26.879596,75.830512
1217,1900-01-01 22:55:00,Fog,Low,motorcycle,Urban,Jaipur,24.0,4.9,0.0,23.0,20.83,54.34,26.849596,75.800512,26.989596,75.940512
1218,1900-01-01 20:10:00,Stormy,Jam,scooter,Metropolitian,Jaipur,23.0,4.5,1.0,19.0,20.83,65.78,26.849596,75.800512,26.989596,75.940512
1219,1900-01-01 17:15:00,Fog,Medium,scooter,Metropolitian,Jaipur,33.0,4.0,0.0,43.0,10.48,14.62,26.892312,75.806896,26.962312,75.876896
1220,1900-01-01 18:40:00,Fog,Medium,electric_scooter,Metropolitian,Jaipur,22.0,4.2,2.0,39.0,16.4,25.23,26.892312,75.806896,27.002312,75.916896
1222,1900-01-01 20:40:00,Fog,Jam,motorcycle,Metropolitian,Jaipur,37.0,4.6,1.0,45.0,10.48,13.97,26.892312,75.806896,26.962312,75.876896
1223,1900-01-01 22:10:00,Fog,Jam,motorcycle,Metropolitian,Jaipur,29.0,4.8,1.0,37.0,16.4,26.59,26.892312,75.806896,27.002312,75.916896
1224,1900-01-01 20:00:00,Fog,Jam,motorcycle,Metropolitian,Jaipur,33.0,4.8,1.0,31.0,7.5,14.52,26.892312,75.806896,26.942312,75.856896
1225,1900-01-01 23:35:00,Sandstorms,Low,motorcycle,Metropolitian,Jaipur,20.0,4.9,0.0,11.0,19.34,105.49,26.892312,75.806896,27.022313,75.936896
1226,1900-01-01 17:45:00,Stormy,Medium,motorcycle,Urban,Jaipur,26.0,4.8,0.0,15.0,7.5,30.0,26.892312,75.806896,26.942312,75.856896
1227,1900-01-01 08:30:00,Sunny,Low,scooter,Metropolitian,Jaipur,28.0,4.9,1.0,17.0,3.01,10.62,26.892312,75.806896,26.912312,75.826896
1228,1900-01-01 21:30:00,Windy,Jam,scooter,Metropolitian,Jaipur,36.0,4.9,1.0,32.0,7.5,14.06,26.892312,75.806896,26.942312,75.856896
1229,1900-01-01 20:10:00,Sunny,Jam,motorcycle,Metropolitian,Jaipur,31.0,4.6,2.0,39.0,10.6,16.31,26.913987,75.752891,26.983987,75.822891
1230,1900-01-01 23:35:00,Fog,Low,scooter,Metropolitian,Jaipur,25.0,4.5,1.0,27.0,16.59,36.87,26.913987,75.752891,27.023987,75.862891
1231,1900-01-01 19:40:00,Sunny,Jam,scooter,Metropolitian,Jaipur,20.0,4.8,1.0,24.0,13.6,34.0,26.913987,75.752891,27.003987,75.842891
1232,1900-01-01 23:40:00,Stormy,Low,motorcycle,Metropolitian,Jaipur,31.0,4.7,1.0,20.0,21.05,63.15,26.913987,75.752891,27.053987,75.892891
1233,1900-01-01 14:05:00,Windy,High,motorcycle,Metropolitian,Jaipur,30.0,4.2,0.0,32.0,6.07,11.38,26.913726,75.75282,26.953726,75.792821
1234,1900-01-01 21:15:00,Fog,Jam,scooter,Metropolitian,Jaipur,22.0,4.8,0.0,30.0,10.6,21.2,26.913726,75.75282,26.983726,75.82282
1235,1900-01-01 21:55:00,Fog,Jam,motorcycle,Metropolitian,Jaipur,38.0,4.8,2.0,36.0,7.58,12.63,26.913726,75.75282,26.963726,75.80282
1236,1900-01-01 21:45:00,Fog,Jam,electric_scooter,Metropolitian,Jaipur,34.0,4.2,1.0,37.0,7.58,12.29,26.913726,75.75282,26.963726,75.80282
1237,1900-01-01 17:35:00,Stormy,Medium,scooter,Metropolitian,Jaipur,33.0,4.8,1.0,27.0,7.58,16.84,26.913726,75.75282,26.963726,75.80282
1238,1900-01-01 21:05:00,Cloudy,Jam,motorcycle,Metropolitian,Jaipur,21.0,4.5,0.0,27.0,7.58,16.84,26.913726,75.75282,26.963726,75.80282
1239,1900-01-01 21:30:00,Stormy,Jam,scooter,Metropolitian,Jaipur,22.0,4.7,0.0,20.0,9.09,27.27,26.913726,75.75282,26.973726,75.812821
1240,1900-01-01 17:15:00,Fog,Medium,scooter,Urban,Jaipur,21.0,5.0,0.0,12.0,4.56,22.8,26.913726,75.75282,26.943726,75.78282
1241,1900-01-01 21:25:00,Cloudy,Jam,scooter,Metropolitian,Jaipur,35.0,4.2,1.0,33.0,4.56,8.29,26.913726,75.75282,26.943726,75.78282
1242,1900-01-01 21:25:00,Windy,Jam,scooter,Metropolitian,Jaipur,31.0,4.5,1.0,43.0,13.6,18.98,26.913726,75.75282,27.003726,75.842821
1243,1900-01-01 22:40:00,Fog,Low,motorcycle,Metropolitian,Jaipur,37.0,4.3,2.0,43.0,10.55,14.72,26.956431,75.776649,27.026431,75.846649
1245,1900-01-01 22:05:00,Cloudy,Jam,motorcycle,Metropolitian,Jaipur,25.0,4.6,0.0,38.0,19.47,30.74,26.956431,75.776649,27.086431,75.906649
1246,1900-01-01 17:20:00,Cloudy,Medium,scooter,Metropolitian,Jaipur,22.0,4.4,1.0,35.0,19.47,33.38,26.956431,75.776649,27.086431,75.906649
1247,1900-01-01 23:05:00,Cloudy,Low,scooter,Urban,Jaipur,20.0,4.7,1.0,29.0,13.53,27.99,26.956431,75.776649,27.046431,75.866649
1248,1900-01-01 18:50:00,Sandstorms,Medium,motorcycle,Urban,Kanpur,35.0,4.8,1.0,28.0,6.85,14.68,26.483672,80.320708,26.543672,80.380708
1249,1900-01-01 23:40:00,Cloudy,Low,electric_scooter,Metropolitian,Kanpur,30.0,4.6,1.0,26.0,10.3,23.77,26.471617,80.313564,26.561617,80.403564
1250,1900-01-01 18:00:00,Fog,Medium,motorcycle,Metropolitian,Kanpur,37.0,4.6,1.0,28.0,3.41,7.31,26.471529,80.313458,26.501529,80.343458
1251,1900-01-01 18:00:00,Fog,Medium,motorcycle,Metropolitian,Kanpur,37.0,4.6,1.0,28.0,3.41,7.31,26.471529,80.313458,26.501529,80.343458
1252,1900-01-01 20:50:00,Sunny,Jam,scooter,Metropolitian,Kanpur,27.0,4.7,0.0,12.0,10.4,52.0,26.472001,80.354002,26.562001,80.444002
1254,1900-01-01 09:30:00,Sunny,Low,motorcycle,Urban,Kanpur,21.0,4.6,1.0,10.0,2.29,13.74,26.474986,80.342796,26.494986,80.362796
1255,1900-01-01 17:45:00,Windy,Medium,scooter,Metropolitian,Kanpur,23.0,4.5,0.0,21.0,10.37,29.63,26.474986,80.342796,26.564986,80.432796
1256,1900-01-01 23:30:00,Stormy,Low,motorcycle,Metropolitian,Kanpur,34.0,5.0,0.0,25.0,10.33,24.79,26.492106,80.327797,26.582106,80.417797
1257,1900-01-01 17:50:00,Sandstorms,Medium,motorcycle,Metropolitian,Kanpur,26.0,5.0,1.0,27.0,3.42,7.6,26.492106,80.327797,26.522106,80.357797
1259,1900-01-01 20:20:00,Cloudy,Jam,electric_scooter,Metropolitian,Kanpur,27.0,4.2,0.0,38.0,12.58,19.86,26.481547,80.299775,26.591547,80.409775
1260,1900-01-01 19:35:00,Sunny,Jam,motorcycle,Metropolitian,Kanpur,37.0,4.6,1.0,24.0,5.77,14.42,26.463504,80.372929,26.513504,80.422929
1261,1900-01-01 10:40:00,Fog,Low,scooter,Urban,Kanpur,21.0,4.7,0.0,11.0,2.3,12.55,26.463504,80.372929,26.483504,80.392929
1262,1900-01-01 13:10:00,Fog,High,scooter,Metropolitian,Kanpur,29.0,5.0,1.0,28.0,4.56,9.77,26.482419,80.320939,26.522419,80.360939
1263,1900-01-01 17:15:00,Sandstorms,Medium,motorcycle,Metropolitian,Kanpur,36.0,4.9,1.0,39.0,3.42,5.26,26.482419,80.320939,26.512419,80.350939
1264,1900-01-01 08:30:00,Sandstorms,Low,motorcycle,Urban,Kanpur,34.0,4.7,0.0,22.0,1.14,3.11,26.482581,80.315628,26.492581,80.325628
1265,1900-01-01 10:35:00,Stormy,Low,scooter,Metropolitian,Kanpur,25.0,4.7,0.0,19.0,1.14,3.6,26.482581,80.315628,26.492581,80.325628
1266,1900-01-01 19:05:00,Sandstorms,Medium,scooter,Metropolitian,Kanpur,32.0,4.7,1.0,22.0,8.0,21.82,26.482581,80.315628,26.552581,80.385628
1268,1900-01-01 10:25:00,Stormy,Low,motorcycle,Metropolitian,Kanpur,35.0,5.0,1.0,27.0,2.29,5.09,26.474133,80.3481,26.494133,80.3681
1269,1900-01-01 23:35:00,Sandstorms,Low,motorcycle,Urban,Kanpur,27.0,4.7,1.0,18.0,5.74,19.13,26.474133,80.3481,26.524133,80.3981
1270,1900-01-01 11:10:00,Fog,Low,motorcycle,Urban,Kanpur,39.0,4.8,1.0,18.0,2.29,7.63,26.474133,80.3481,26.494133,80.3681
1271,1900-01-01 23:50:00,Windy,Low,motorcycle,Urban,Kanpur,28.0,4.9,1.0,15.0,8.0,32.0,26.49095,80.318656,26.56095,80.388656
1272,1900-01-01 18:30:00,Windy,Medium,motorcycle,Metropolitian,Kanpur,32.0,4.8,1.0,31.0,12.63,24.45,26.49095,80.318656,26.60095,80.428656
1273,1900-01-01 20:35:00,Fog,Jam,motorcycle,Metropolitian,Kanpur,24.0,4.3,1.0,40.0,14.96,22.44,26.49095,80.318656,26.62095,80.448656
1274,1900-01-01 22:40:00,Stormy,Low,motorcycle,Metropolitian,Kanpur,37.0,4.5,1.0,24.0,6.85,17.12,26.49095,80.318656,26.55095,80.378656
1275,1900-01-01 22:15:00,Fog,Low,scooter,Urban,Kanpur,25.0,4.8,1.0,14.0,6.85,29.36,26.49095,80.318656,26.55095,80.378656
1278,1900-01-01 22:45:00,Sunny,Low,motorcycle,Urban,Kochi,30.0,4.8,1.0,28.0,13.92,29.83,10.035573,76.336958,10.145573,76.446958
1279,1900-01-01 20:45:00,Sandstorms,Jam,motorcycle,Metropolitian,Kochi,27.0,4.4,0.0,37.0,16.4,26.59,10.035573,76.336958,10.165573,76.466958
1280,1900-01-01 11:05:00,Sandstorms,Low,motorcycle,Metropolitian,Kochi,36.0,4.8,1.0,22.0,1.31,3.57,9.979363,76.285001,9.989363,76.295001
1281,1900-01-01 21:00:00,Sandstorms,Jam,scooter,Metropolitian,Kochi,39.0,4.6,1.0,29.0,6.51,13.47,9.979363,76.285001,10.029363,76.335001
1282,1900-01-01 23:15:00,Windy,Low,motorcycle,Metropolitian,Kochi,37.0,4.2,0.0,34.0,7.8,13.76,9.979363,76.285001,10.039363,76.345001
1283,1900-01-01 22:25:00,Sunny,Low,motorcycle,Metropolitian,Kochi,29.0,4.7,1.0,30.0,11.64,23.28,9.979363,76.285001,10.069363,76.375001
1284,1900-01-01 17:35:00,Sandstorms,Medium,motorcycle,Urban,Kochi,25.0,4.9,1.0,36.0,16.55,27.58,10.028047,76.310019,10.158047,76.440019
1285,1900-01-01 21:50:00,Windy,Jam,motorcycle,Urban,Kochi,37.0,3.6,0.0,33.0,16.55,30.09,10.020683,76.310631,10.150683,76.440631
1286,1900-01-01 18:45:00,Windy,Medium,electric_scooter,Metropolitian,Kochi,27.0,4.5,1.0,25.0,10.28,24.67,10.020683,76.310631,10.100683,76.390631
1287,1900-01-01 22:10:00,Stormy,Jam,scooter,Metropolitian,Kochi,27.0,5.0,1.0,22.0,14.39,39.25,9.966783,76.242981,10.076783,76.352981
1288,1900-01-01 18:15:00,Stormy,Medium,motorcycle,Metropolitian,Kochi,20.0,4.8,0.0,20.0,16.95,50.85,9.966783,76.242981,10.096783,76.372981
1289,1900-01-01 08:45:00,Fog,Low,scooter,Metropolitian,Kochi,27.0,4.9,0.0,14.0,2.62,11.23,9.970717,76.285447,9.990717,76.305447
1290,1900-01-01 21:50:00,Sandstorms,Jam,scooter,Metropolitian,Kochi,24.0,5.0,0.0,18.0,11.64,38.8,9.970717,76.285447,10.060717,76.375447
1291,1900-01-01 08:30:00,Cloudy,Low,motorcycle,Metropolitian,Kochi,20.0,5.0,1.0,15.0,1.31,5.24,9.982834,76.283268,9.992834,76.293268
1292,1900-01-01 11:10:00,Stormy,Low,motorcycle,Metropolitian,Kochi,36.0,4.7,0.0,22.0,2.62,7.15,9.982834,76.283268,10.002834,76.303268
1293,1900-01-01 23:30:00,Windy,Low,scooter,Urban,Kochi,21.0,4.6,0.0,11.0,11.66,63.6,9.985697,76.281128,10.075697,76.371128
1294,1900-01-01 20:10:00,Windy,Jam,motorcycle,Urban,Kochi,31.0,4.9,1.0,44.0,13.86,18.9,10.000706,76.349516,10.110706,76.459516
1295,1900-01-01 19:05:00,Sunny,Medium,motorcycle,Urban,Kochi,24.0,4.9,1.0,20.0,10.15,30.45,10.006881,76.345397,10.086881,76.425397
1296,1900-01-01 11:55:00,Sunny,High,motorcycle,Urban,Kochi,29.0,4.3,1.0,48.0,1.31,1.64,9.988483,76.295211,9.998483,76.305211
1297,1900-01-01 20:25:00,Fog,Jam,electric_scooter,Metropolitian,Kochi,34.0,4.1,0.0,48.0,14.13,17.66,9.988483,76.295211,10.098483,76.405211
1298,1900-01-01 17:45:00,Fog,Medium,motorcycle,Metropolitian,Kochi,30.0,4.7,0.0,18.0,7.78,25.93,9.988483,76.295211,10.048483,76.355211
1299,1900-01-01 15:25:00,Windy,Medium,scooter,Metropolitian,Kochi,22.0,4.8,1.0,21.0,5.21,14.89,9.991703,76.293136,10.031703,76.333136
1300,1900-01-01 19:15:00,Fog,Jam,motorcycle,Metropolitian,Kochi,32.0,4.9,3.0,54.0,11.55,12.83,10.027014,76.308053,10.117014,76.398053
1301,1900-01-01 17:25:00,Windy,Medium,motorcycle,Metropolitian,Kochi,32.0,4.6,1.0,36.0,7.74,12.9,10.027014,76.308053,10.087014,76.368053
1302,1900-01-01 21:40:00,Cloudy,Jam,electric_scooter,Metropolitian,Kochi,26.0,4.1,0.7592242194891201,40.0,16.56,24.84,10.027364,76.308258,10.157364,76.438258
1303,1900-01-01 21:00:00,Sunny,Jam,scooter,Urban,Kochi,24.0,4.9,1.0,22.0,16.56,45.16,10.027364,76.308258,10.157364,76.438258
1304,1900-01-01 17:25:00,Stormy,Medium,motorcycle,Metropolitian,Kochi,36.0,4.7,1.0,27.0,14.07,31.27,10.003064,76.307589,10.113064,76.417589
1305,1900-01-01 21:30:00,Sunny,Jam,motorcycle,Urban,Kochi,25.0,4.6,0.7592242194891201,19.0,9.02,28.48,10.003064,76.307589,10.073064,76.377589
1306,1900-01-01 21:35:00,Stormy,Jam,scooter,Metropolitian,Kochi,33.0,4.6,1.0,29.0,14.13,29.23,9.959778,76.296106,10.069778,76.406106
1307,1900-01-01 16:00:00,Stormy,Medium,motorcycle,Urban,Kochi,27.0,5.0,1.0,17.0,5.2,18.35,9.957144,76.296783,9.997144,76.336783
1308,1900-01-01 23:25:00,Cloudy,Low,motorcycle,Metropolitian,Kochi,25.0,4.6,0.0,24.0,14.12,35.3,9.957144,76.296783,10.067144,76.406783
1309,1900-01-01 23:45:00,Sunny,Low,scooter,Metropolitian,Kochi,30.0,4.5,1.0,20.0,11.6,34.8,9.957144,76.296783,10.047144,76.386783
1310,1900-01-01 21:20:00,Fog,Jam,motorcycle,Metropolitian,Kochi,29.0,4.1,1.0,35.0,9.06,15.53,9.960846,76.293936,10.030846,76.363936
1311,1900-01-01 00:05:00,Stormy,Low,scooter,Metropolitian,Kochi,23.0,5.0,1.0,16.0,9.06,33.98,9.960846,76.293936,10.030846,76.363936
1312,1900-01-01 08:40:00,Stormy,Low,motorcycle,Urban,Kochi,26.0,4.3,0.0,17.0,2.61,9.21,9.960846,76.293936,9.980846,76.313936
1313,1900-01-01 14:00:00,Sandstorms,High,scooter,Urban,Kochi,21.0,4.6,1.0,22.0,5.16,14.07,9.979186,76.317361,10.019186,76.357361
1314,1900-01-01 19:35:00,Cloudy,Jam,motorcycle,Metropolitian,Kochi,26.0,4.8,1.0,24.0,7.72,19.3,9.979186,76.317361,10.039186,76.377361
1315,1900-01-01 11:25:00,Stormy,High,motorcycle,Metropolitian,Kolkata,25.0,4.8,0.0,20.0,1.52,4.56,22.538999,88.322337,22.548999,88.332337
1316,1900-01-01 22:55:00,Stormy,Low,motorcycle,Metropolitian,Kolkata,38.0,4.0,0.0,29.0,4.56,9.43,22.538999,88.322337,22.568999,88.352337
1317,1900-01-01 20:35:00,Cloudy,Jam,scooter,Urban,Kolkata,30.0,4.1,1.0,34.0,4.49,7.92,22.514688,88.393294,22.544688,88.423294
1318,1900-01-01 00:05:00,Sandstorms,Low,motorcycle,Urban,Kolkata,20.0,4.7,1.0,19.0,13.39,42.28,22.514688,88.393294,22.604688,88.483294
1319,1900-01-01 17:15:00,Sunny,Medium,electric_scooter,Metropolitian,Kolkata,38.0,4.8,0.0,22.0,8.95,24.41,22.514688,88.393294,22.574688,88.453294
1320,1900-01-01 17:55:00,Sandstorms,Medium,motorcycle,Metropolitian,Kolkata,35.0,4.8,1.0,24.0,13.39,33.48,22.514688,88.393294,22.604688,88.483294
1321,1900-01-01 22:00:00,Sandstorms,Jam,motorcycle,Metropolitian,Kolkata,30.0,4.4,1.0,34.0,16.32,28.8,22.514585,88.39331,22.624585,88.50331
1322,1900-01-01 23:05:00,Fog,Low,motorcycle,Metropolitian,Kolkata,39.0,5.0,0.0,28.0,4.49,9.62,22.514585,88.39331,22.544585,88.42331
1323,1900-01-01 18:00:00,Windy,Medium,motorcycle,Metropolitian,Kolkata,30.0,4.7,1.0,25.0,4.49,10.78,22.514585,88.39331,22.544585,88.42331
1324,1900-01-01 21:00:00,Cloudy,Jam,motorcycle,Metropolitian,Kolkata,31.0,4.5,1.0,26.0,8.95,20.65,22.514585,88.39331,22.574585,88.45331
1326,1900-01-01 18:05:00,Sunny,Medium,scooter,Metropolitian,Kolkata,35.0,4.6,0.0,17.0,11.99,42.32,22.538731,88.364878,22.618731,88.444878
1327,1900-01-01 17:50:00,Stormy,Medium,motorcycle,Metropolitian,Kolkata,25.0,4.6,0.0,23.0,9.01,23.5,22.538731,88.364878,22.598731,88.424878
1328,1900-01-01 19:45:00,Windy,Jam,motorcycle,Metropolitian,Kolkata,21.0,4.7,1.0,22.0,10.49,28.61,22.527893,88.368628,22.597893,88.438628
1329,1900-01-01 22:55:00,Cloudy,Low,motorcycle,Metropolitian,Kolkata,36.0,4.4,0.0,42.0,10.49,14.99,22.527893,88.368628,22.597893,88.438628
1330,1900-01-01 09:05:00,Windy,Low,motorcycle,Metropolitian,Kolkata,22.0,4.8,0.0,19.0,3.01,9.51,22.527893,88.368628,22.547893,88.388628
1331,1900-01-01 20:50:00,Stormy,Jam,motorcycle,Metropolitian,Kolkata,30.0,4.7,2.0,36.0,10.5,17.5,22.533662,88.366217,22.603662,88.436217
1332,1900-01-01 20:25:00,Windy,Jam,motorcycle,Metropolitian,Kolkata,31.0,4.0,2.0,44.0,11.98,16.34,22.533662,88.366217,22.613662,88.446217
1333,1900-01-01 21:30:00,Cloudy,Jam,electric_scooter,Metropolitian,Kolkata,23.0,4.1,0.0,36.0,13.51,22.52,22.547186,88.35068,22.637186,88.44068
1334,1900-01-01 22:25:00,Stormy,Low,electric_scooter,Urban,Kolkata,34.0,4.8,1.0,21.0,16.48,47.09,22.53796,88.349843,22.64796,88.459843
1335,1900-01-01 08:35:00,Stormy,Low,motorcycle,Metropolitian,Kolkata,20.0,4.5,0.0,14.0,3.02,12.94,22.53796,88.349843,22.55796,88.369843
1336,1900-01-01 18:45:00,Stormy,Medium,motorcycle,Metropolitian,Kolkata,39.0,4.9,0.0,32.0,7.51,14.08,22.515082,88.36783,22.565082,88.41783
1337,1900-01-01 22:00:00,Windy,Jam,motorcycle,Metropolitian,Kolkata,29.0,4.9,1.0,16.0,8.94,33.52,22.577821,88.400581,22.637821,88.460581
1338,1900-01-01 20:45:00,Stormy,Jam,electric_scooter,Metropolitian,Kolkata,24.0,4.7,1.0,19.0,10.52,33.22,22.551084,88.354127,22.621084,88.424127
1339,1900-01-01 19:00:00,Windy,Medium,motorcycle,Metropolitian,Kolkata,35.0,3.8,1.0,33.0,12.01,21.84,22.551084,88.354127,22.631084,88.434127
1340,1900-01-01 09:35:00,Fog,Low,scooter,Metropolitian,Kolkata,31.0,4.5,0.0,16.0,3.02,11.33,22.551084,88.354127,22.571084,88.374127
1341,1900-01-01 17:45:00,Cloudy,Medium,motorcycle,Metropolitian,Kolkata,30.0,4.2,1.0,34.0,4.53,7.99,22.551084,88.354127,22.581084,88.384127
1342,1900-01-01 17:40:00,Fog,Medium,scooter,Urban,Kolkata,34.0,4.8,2.0,44.0,19.42,26.48,22.553227,88.353273,22.683227,88.483273
1343,1900-01-01 20:45:00,Fog,Jam,motorcycle,Metropolitian,Kolkata,22.0,4.9,1.0,25.0,9.03,21.67,22.553227,88.353273,22.613227,88.413273
1344,1900-01-01 00:00:00,Stormy,Low,motorcycle,Metropolitian,Kolkata,25.0,4.0,0.0,23.0,7.53,19.64,22.552996,88.35231,22.602996,88.40231
1345,1900-01-01 17:55:00,Stormy,Medium,scooter,Metropolitian,Kolkata,27.0,4.8,1.0,22.0,4.53,12.35,22.552672,88.352885,22.582672,88.382885
1346,1900-01-01 17:25:00,Fog,Medium,scooter,Metropolitian,Kolkata,27.0,4.9,0.0,26.0,11.99,27.67,22.539129,88.365507,22.619129,88.445507
1347,1900-01-01 15:30:00,Stormy,Medium,scooter,Urban,Kolkata,37.0,4.8,1.0,33.0,5.93,10.78,22.569358,88.433452,22.609358,88.473452
1348,1900-01-01 23:15:00,Windy,Low,motorcycle,Metropolitian,Kolkata,29.0,4.9,1.0,11.0,7.4,40.36,22.569358,88.433452,22.619358,88.483452
1349,1900-01-01 19:25:00,Fog,Jam,motorcycle,Metropolitian,Kolkata,33.0,4.8,1.0,32.0,4.49,8.42,22.5491,88.400467,22.5791,88.430467
1350,1900-01-01 22:45:00,Sunny,Low,motorcycle,Urban,Kolkata,20.0,4.7,1.0,28.0,11.99,25.69,22.514119,88.362504,22.594119,88.442504
1351,1900-01-01 19:15:00,Cloudy,Medium,scooter,Metropolitian,Kolkata,21.0,4.9,0.0,11.0,4.52,24.65,22.514119,88.362504,22.544119,88.392504
1352,1900-01-01 19:40:00,Fog,Jam,scooter,Urban,Ludhiana,21.0,4.6,0.7592242194891201,30.0,19.27,38.54,30.89286,75.822199,31.02286,75.952199
